path,validity,family,signed_delta,fraction_below_upper2,gap_region,error
nstxu_204202/N10/egn10w.3235E+02,bad,none,0.1912084840799614,0.1029148853789565,mixed,
nstxu_204202/N6/egn06w.2617E+02,bad,none,0.480078013674537,0.3419606807693928,mixed,
nstxu_204202/N10/egn10w.3048E+02,bad,none,-0.5257872717483203,0.4545321889981601,mixed,
nstxu_204202/N10/egn10w.3231E+02,bad,none,-0.09323389121212659,0.08511181530741384,mixed,
nstx_120113/N1/egn01w.1415E+02,bad,none,0.541240396069931,0.462368214324514,mixed,
nstx_120113/N1/egn01w.1425E+02,bad,none,0.5056507443618464,0.4181483664008663,mixed,
nstx_120113/N1/egn01w.1435E+02,bad,none,0.453505114615612,0.3588773497572396,mixed,
nstx_120113/N1/egn01w.1445E+02,bad,none,0.3790307383361899,0.2857583795611066,mixed,
nstx_120113/N1/egn01w.1455E+02,bad,none,0.2547946164083657,0.1899790012890587,mixed,
nstx_120113/N1/egn01w.1602E+02,bad,none,0.3107482294519545,0.3021326520700699,mixed,
nstx_120113/N1/egn01w.1621E+02,bad,none,0.2363293599920273,0.252816918239915,mixed,
nstx_120113/N1/egn01w.1642E+02,bad,none,0.1211313074413632,0.1902871852135651,mixed,
nstx_120113/N1/egn01w.1754E+02,bad,none,0.4278767712481871,0.4439629077968074,mixed,
nstx_120113/N1/egn01w.1780E+02,bad,none,0.3638378026698377,0.393870036377003,mixed,
nstx_120113/N1/egn01w.1807E+02,bad,none,0.3075895679227506,0.3565141463148094,mixed,
nstx_120113/N1/egn01w.1833E+02,bad,none,0.2563791890504366,0.3272695957055643,mixed,
nstx_120113/N1/egn01w.1861E+02,bad,none,0.2075309363922376,0.302932614316892,mixed,
nstx_120113/N1/egn01w.1888E+02,bad,none,0.1593543894190811,0.2817656632466026,mixed,
nstx_120113/N1/egn01w.1916E+02,bad,none,0.1066274730493267,0.2607205134585106,mixed,
nstx_120113/N1/egn01w.1945E+02,bad,none,0.04202208499489535,0.2369908308650077,mixed,
nstx_120113/N1/egn01w.1974E+02,bad,none,-0.0614719594452878,0.2022332101112262,mixed,
nstx_120113/N1/egn01w.2065E+02,bad,none,0.3110146570241116,0.4328283435168299,mixed,
nstx_120113/N1/egn01w.2096E+02,bad,none,0.2394846209086451,0.3762877792833287,mixed,
nstx_120113/N1/egn01w.2125E+02,bad,none,0.3300689760728231,0.4272989339273227,mixed,
nstx_120113/N1/egn01w.2163E+02,bad,none,0.05253390615170102,0.2865619769828382,mixed,
nstx_120113/N1/egn01w.2196E+02,bad,none,0.05030538524651659,0.2892200947158549,mixed,
nstx_120113/N1/egn01w.2231E+02,bad,none,0.04293075366252831,0.2900878498435819,mixed,
nstx_120113/N1/egn01w.2266E+02,bad,none,0.07699548015557177,0.3083676126065337,mixed,
nstx_120113/N1/egn01w.2340E+02,bad,none,0.02545793508097173,0.291606251945791,mixed,
nstx_120113/N1/egn01w.2378E+02,bad,none,0.01135541119933734,0.2913888496521064,mixed,
nstx_120113/N1/egn01w.2417E+02,bad,none,0.007903185229849029,0.2939086503364453,mixed,
nstx_120113/N1/egn01w.2456E+02,bad,none,0.006066605654725203,0.2966572414580673,mixed,
